leave_mean_7d,leave_mean_30d,leave_mean_90d,leave_mean_180d,deployment_mean_7d,deployment_mean_30d,deployment_mean_90d,deployment_mean_180d,duty_roster_mean_7d,duty_roster_mean_30d,duty_roster_mean_90d,duty_roster_mean_180d,transfer_mean_7d,transfer_mean_30d,transfer_mean_90d,transfer_mean_180d,training_mean_7d,training_mean_30d,training_mean_90d,training_mean_180d,workload_mean_7d,workload_mean_30d,workload_mean_90d,workload_mean_180d,self_report_mean_7d,self_report_mean_30d,self_report_mean_90d,self_report_mean_180d,biometric_mean_7d,biometric_mean_30d,biometric_mean_90d,biometric_mean_180d,voice_mean_7d,voice_mean_30d,voice_mean_90d,voice_mean_180d,leave_slope,deployment_slope,duty_roster_slope,transfer_slope,training_slope,workload_slope,self_report_slope,biometric_slope,voice_slope,age_band,deployed,rank,unit_kind,label
0.436486,0.503737,0.46614,0.451672,0.0,0.0,0.0,0.0,0.3222,0.317717,0.341909,0.371686,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.4117,0.47253,0.500358,0.498013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015187,0.0,-0.049486,0.0,0.0,-0.086313,0.0,0.0,0.0,40-plus,static,Inspector,group centre,0
0.423057,0.45053,0.414763,0.399357,0.0,0.0,0.366667,0.188889,0.298757,0.298953,0.379063,0.406512,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.083333,0.3242,0.32692,0.362818,0.354272,0.2989,0.3033,0.307121,0.321311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,-0.188889,-0.107755,0.0,-0.083333,-0.030072,-0.022411,0.0,0.0,40-plus,static,Inspector,law and order deployment,0
0.2721,0.33616,0.342743,0.401988,0.0,0.0,0.188889,0.194444,0.459071,0.404653,0.383128,0.377675,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.3469,0.260517,0.331342,0.372069,0.3532,0.3532,0.3532,0.308063,0.474614,0.38059,0.368837,0.369727,0.0,0.0,0.0,0.0,-0.129888,-0.194444,0.081396,0.0,-0.077778,-0.025169,0.045137,0.104888,0.0,under-30,static,Head Constable,election duty,0
0.3916,0.377367,0.442682,0.456642,0.0,0.0,0.0,0.227778,0.2676,0.37015,0.420629,0.436548,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.083333,0.410129,0.49625,0.423197,0.420062,0.4328,0.4328,0.470994,0.486936,0.417243,0.4005,0.422249,0.415803,0.0,0.0,0.0,0.0,-0.065042,-0.227778,-0.168948,0.0,-0.083333,-0.009933,-0.054136,0.00144,0.0,40-plus,static,Sub-Inspector,group centre,0
0.1726,0.28867,0.294363,0.326166,0.0,0.0,0.0,0.0,0.492171,0.455947,0.391349,0.371572,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.331829,0.322573,0.304058,0.317171,0.0,0.0,0.0,0.0,0.382714,0.338683,0.334954,0.341409,0.0,0.0,0.0,0.0,-0.153566,0.0,0.1206,0.0,-0.077778,0.014658,0.0,0.041305,0.0,40-plus,static,Assistant Commandant,left-wing extremism area,0
0.369543,0.344217,0.344983,0.329391,0.0,0.0,0.322222,0.161111,0.2133,0.25795,0.326429,0.325378,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.362514,0.279477,0.314096,0.297179,0.0,0.0,0.0,0.0,0.318729,0.315173,0.324087,0.324311,0.0,0.0,0.0,0.0,0.040152,-0.161111,-0.112078,0.0,0.0,0.065335,0.0,-0.005582,0.0,40-plus,static,Assistant Commandant,left-wing extremism area,0
0.3996,0.499693,0.47762,0.462632,0.0,0.0,0.255556,0.233333,0.531,0.398927,0.462866,0.428187,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.431729,0.523953,0.53725,0.512468,0.4117,0.495853,0.495747,0.571821,0.487229,0.400197,0.411172,0.417617,0.0,0.0,0.0,0.0,-0.063032,-0.233333,0.102813,0.0,-0.077778,-0.08074,-0.160121,0.069612,0.0,30-39,static,Assistant Sub-Inspector,internal security duty,0
0.356171,0.41626,0.356219,0.343592,0.0,0.0,0.0,0.177778,0.311057,0.301263,0.349349,0.369357,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.333714,0.273167,0.409417,0.395289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01258,-0.177778,-0.0583,0.0,0.0,-0.061575,0.0,0.0,0.0,40-plus,static,Assistant Commandant,election duty,0
0.332114,0.319667,0.385224,0.373656,0.0,0.0,0.077778,0.188889,0.2973,0.34586,0.371942,0.388158,0.75,0.75,0.75,0.75,0.0,0.0,0.155556,0.077778,0.4503,0.433403,0.379357,0.374749,0.2315,0.2315,0.237323,0.304646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041541,-0.188889,-0.090858,0.0,-0.077778,0.075551,-0.073146,0.0,0.0,under-30,static,Constable,left-wing extremism area,0
0.524129,0.4542,0.436336,0.406178,0.0,0.0,0.311111,0.216667,0.5118,0.53818,0.504491,0.459611,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.409557,0.408017,0.435877,0.419557,0.6014,0.571763,0.575899,0.562442,0.430186,0.357763,0.397319,0.406056,0.0,0.0,0.0,0.0,0.11795,-0.216667,0.052189,0.0,-0.077778,-0.01,0.038958,0.02413,0.0,under-30,static,Head Constable,left-wing extremism area,0
0.313586,0.400307,0.428836,0.421706,0.0,0.0,0.0,0.0,0.331971,0.396117,0.41045,0.39143,0.25,0.25,0.25,0.25,0.0,0.0,0.055556,0.155556,0.456357,0.462723,0.459436,0.408494,0.5202,0.5202,0.54895,0.563325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10812,0.0,-0.059459,0.0,-0.155556,0.047863,-0.043125,0.0,0.0,40-plus,static,Inspector,law and order deployment,0
0.385986,0.302853,0.311703,0.34631,0.0,0.0,0.155556,0.177778,0.4986,0.393283,0.391598,0.371549,0.25,0.25,0.25,0.25,0.0,0.466667,0.155556,0.077778,0.323486,0.349483,0.334263,0.347145,0.0,0.0,0.0,0.0,0.312557,0.316847,0.353866,0.341494,0.0,0.0,0.0,0.0,0.039676,-0.177778,0.127051,0.0,-0.077778,-0.023659,0.0,-0.028937,0.0,40-plus,static,Inspector,group centre,0
0.4078,0.469517,0.414594,0.418362,0.0,0.0,0.0,0.222222,0.405114,0.478607,0.451487,0.429433,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.077778,0.554243,0.508837,0.475284,0.471669,0.402814,0.39575,0.394317,0.397675,0.480986,0.394603,0.411853,0.409857,0.0,0.0,0.0,0.0,-0.010562,-0.222222,-0.024319,0.0,-0.077778,0.082574,0.005139,0.071128,0.0,40-plus,static,Sub-Inspector,internal security duty,0
0.5318,0.487343,0.416841,0.402161,0.0,0.0,0.0,0.0,0.335814,0.46404,0.384844,0.38811,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.077778,0.4753,0.503253,0.376692,0.388493,0.3292,0.46627,0.46369,0.399752,0.323529,0.319463,0.339558,0.342223,0.0,0.0,0.0,0.0,0.129639,0.0,-0.052296,0.0,-0.077778,0.086807,-0.070552,-0.018695,0.0,30-39,static,Assistant Sub-Inspector,internal security duty,0
0.396529,0.372287,0.377526,0.413023,0.0,0.2,0.444444,0.222222,0.3124,0.42881,0.438064,0.45151,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.155556,0.357214,0.3451,0.426074,0.40199,0.398,0.398,0.361328,0.423254,0.482,0.41863,0.434484,0.413426,0.0,0.0,0.0,0.0,-0.016495,-0.222222,-0.13911,0.0,-0.155556,-0.044776,-0.025254,0.068574,0.0,40-plus,static,Sub-Inspector,law and order deployment,0
0.433,0.35826,0.368384,0.373399,0.0,0.0,0.0,0.0,0.278357,0.339123,0.331948,0.37543,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.094444,0.337643,0.324153,0.394877,0.411408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059601,0.0,-0.097073,0.0,-0.094444,-0.073765,0.0,0.0,0.0,under-30,static,Constable,election duty,0
0.544129,0.528863,0.420698,0.369633,0.1517,0.1517,0.158374,0.223632,0.577843,0.55849,0.450859,0.386645,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.559757,0.485303,0.462331,0.411393,0.2048,0.38498,0.39185,0.405153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174496,-0.071932,0.191198,0.0,0.0,0.148364,-0.200353,0.0,0.0,30-39,surged,Head Constable,internal security duty,0
0.5408,0.501827,0.458259,0.438109,0.0,0.0,0.466667,0.233333,0.354986,0.41337,0.437631,0.432677,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.539486,0.501017,0.480838,0.461378,0.6093,0.6093,0.621007,0.538809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102691,-0.233333,-0.077692,0.0,0.0,0.078108,0.070491,0.0,0.0,30-39,static,Sub-Inspector,left-wing extremism area,0
0.637543,0.715233,0.558909,0.506474,0.3016,0.3016,0.315529,0.31332,0.5874,0.747743,0.648017,0.553671,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.077778,0.6975,0.706797,0.586848,0.533362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131068,-0.01172,0.033729,0.0,-0.077778,0.164138,0.0,0.0,0.0,40-plus,surged,Inspector,internal security duty,0
0.411214,0.33901,0.37452,0.353747,0.0,0.533333,0.344444,0.172222,0.3003,0.420237,0.383216,0.360162,0.25,0.25,0.25,0.25,0.0,0.2,0.155556,0.077778,0.2614,0.26185,0.354208,0.34301,0.0,0.0,0.0,0.0,0.387,0.300027,0.315204,0.315574,0.0,0.0,0.0,0.0,0.057468,-0.172222,-0.059862,0.0,-0.077778,-0.08161,0.0,0.071426,0.0,40-plus,static,Assistant Commandant,election duty,0
0.356,0.352273,0.335089,0.326934,0.0,0.0,0.155556,0.172222,0.464671,0.50343,0.40733,0.382093,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.4271,0.4309,0.414172,0.366051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029066,-0.172222,0.082579,0.0,0.0,0.061049,0.0,0.0,0.0,under-30,static,Constable,law and order deployment,0
0.2899,0.324703,0.311273,0.352979,0.0,0.0,0.0,0.194444,0.5049,0.42403,0.362722,0.376102,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.2312,0.40665,0.387304,0.396719,0.485871,0.30864,0.257662,0.238509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063079,-0.194444,0.128798,0.0,0.0,-0.165519,0.247363,0.0,0.0,under-30,static,Head Constable,left-wing extremism area,0
0.441271,0.393543,0.388427,0.391897,0.0,0.0,0.0,0.188889,0.326386,0.373863,0.352492,0.344438,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.409857,0.341653,0.384011,0.383303,0.1424,0.1424,0.1424,0.230895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049374,-0.188889,-0.018053,0.0,0.0,0.026554,-0.088495,0.0,0.0,30-39,static,Head Constable,internal security duty,0
0.435,0.395917,0.472909,0.482959,0.0,0.0,0.477778,0.488889,0.594129,0.473097,0.446726,0.463544,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.077778,0.5269,0.4027,0.451768,0.478184,0.4948,0.4948,0.42401,0.392905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047959,-0.488889,0.130585,0.0,-0.077778,0.048716,0.101895,0.0,0.0,40-plus,static,Inspector,left-wing extremism area,0
0.311857,0.253793,0.327459,0.294061,0.0,0.133333,0.344444,0.172222,0.2671,0.361183,0.346492,0.357603,0.25,0.25,0.25,0.25,0.0,0.466667,0.155556,0.155556,0.365386,0.350703,0.324604,0.357806,0.1985,0.30542,0.327746,0.352538,0.413457,0.35643,0.359407,0.350579,0.0,0.0,0.0,0.0,0.017796,-0.172222,-0.090503,0.0,-0.155556,0.00758,-0.154038,0.062878,0.0,under-30,static,Constable,internal security duty,0
0.362857,0.474207,0.510354,0.495543,0.0,0.0,0.0,0.233333,0.5886,0.455273,0.450256,0.463587,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.077778,0.619343,0.569033,0.46758,0.459086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.132686,-0.233333,0.125013,0.0,-0.077778,0.160257,0.0,0.0,0.0,40-plus,static,Inspector,law and order deployment,0
0.2414,0.258173,0.289578,0.305383,0.0,0.0,0.044444,0.155556,0.3415,0.353203,0.320912,0.330778,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.285557,0.2923,0.313056,0.309531,0.321657,0.31144,0.29638,0.297117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.063983,-0.155556,0.010722,0.0,-0.077778,-0.023973,0.02454,0.0,0.0,40-plus,static,Inspector,left-wing extremism area,0
0.3995,0.39982,0.359311,0.359097,0.0,0.0,0.0,0.0,0.3479,0.411593,0.402311,0.398911,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.077778,0.458229,0.32474,0.27775,0.307857,0.0,0.0,0.0,0.0,0.407957,0.344267,0.357439,0.355985,0.0,0.0,0.0,0.0,0.040403,0.0,-0.051011,0.0,-0.077778,0.150372,0.0,0.051972,0.0,40-plus,static,Assistant Commandant,law and order deployment,0
0.313886,0.413313,0.381457,0.361133,0.0,0.0,0.0,0.0,0.365929,0.2555,0.323974,0.333681,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2135,0.388003,0.331961,0.327984,0.1488,0.169223,0.221679,0.276267,0.3024,0.3132,0.320363,0.322114,0.0,0.0,0.0,0.0,-0.047248,0.0,0.032248,0.0,0.0,-0.114484,-0.127467,-0.019714,0.0,40-plus,static,Inspector,internal security duty,0
0.397329,0.34876,0.318574,0.319698,0.0,0.0,0.0,0.0,0.362586,0.354657,0.337229,0.349633,0.25,0.25,0.25,0.25,0.0,0.466667,0.155556,0.077778,0.3793,0.364457,0.329977,0.320011,0.0659,0.0659,0.0659,0.13605,0.363086,0.304353,0.322783,0.327105,0.0,0.0,0.0,0.0,0.07763,0.0,0.012952,0.0,-0.077778,0.059289,-0.07015,0.035981,0.0,30-39,static,Assistant Sub-Inspector,left-wing extremism area,0
0.228886,0.31344,0.358429,0.337248,0.0,0.0,0.0,0.155556,0.236943,0.352473,0.371946,0.375231,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.3245,0.38368,0.41398,0.404134,0.2941,0.2941,0.314242,0.382571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108363,-0.155556,-0.138288,0.0,-0.077778,-0.079634,-0.088471,0.0,0.0,40-plus,static,Inspector,election duty,0
0.446829,0.383747,0.417714,0.388082,0.0,0.0,0.0,0.0,0.319571,0.38402,0.388868,0.43681,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3922,0.44014,0.422926,0.423511,0.2837,0.2837,0.299521,0.310965,0.315829,0.3237,0.35221,0.345953,0.0,0.0,0.0,0.0,0.058746,0.0,-0.117239,0.0,0.0,-0.031311,-0.027265,-0.030125,0.0,30-39,static,Head Constable,election duty,0
0.373271,0.40326,0.338536,0.335884,0.0,0.0,0.022222,0.177778,0.365771,0.299983,0.317383,0.328365,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.077778,0.342457,0.28808,0.371548,0.413066,0.0,0.0,0.0,0.0,0.399357,0.336907,0.331304,0.346191,0.0,0.0,0.0,0.0,0.037387,-0.177778,0.037406,0.0,-0.077778,-0.070608,0.0,0.053167,0.0,30-39,static,Sub-Inspector,left-wing extremism area,0
0.371043,0.310837,0.331126,0.343881,0.0,0.0,0.0,0.0,0.3143,0.333253,0.36185,0.354249,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2579,0.415883,0.410652,0.419343,0.4655,0.446947,0.442449,0.428588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027162,0.0,-0.039949,0.0,0.0,-0.161443,0.036912,0.0,0.0,40-plus,static,Inspector,group centre,0
0.529214,0.50082,0.446756,0.425889,0.0,0.0,0.0,0.0,0.4273,0.458107,0.456592,0.444037,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.077778,0.360971,0.388313,0.413243,0.425558,0.6214,0.615347,0.524218,0.421124,0.374943,0.350203,0.37514,0.378952,0.0,0.0,0.0,0.0,0.103325,0.0,-0.016737,0.0,-0.077778,-0.064587,0.200276,-0.004009,0.0,40-plus,static,Inspector,left-wing extremism area,0
0.305671,0.379143,0.413236,0.415052,0.0,0.0,0.0,0.2,0.4345,0.41274,0.419233,0.431451,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.2949,0.305773,0.382048,0.398046,0.0,0.0,0.0,0.0,0.320371,0.320307,0.364566,0.366512,0.0,0.0,0.0,0.0,-0.109381,-0.2,0.003049,0.0,0.0,-0.103146,0.0,-0.046141,0.0,40-plus,static,Inspector,law and order deployment,0
0.315,0.406213,0.406679,0.437814,0.0,0.2,0.444444,0.222222,0.4596,0.51998,0.442828,0.442385,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.3668,0.34884,0.428328,0.437239,0.0,0.0,0.0,0.0,0.446,0.40134,0.414489,0.402638,0.0,0.0,0.0,0.0,-0.122814,-0.222222,0.017215,0.0,0.0,-0.070439,0.0,0.043362,0.0,under-30,static,Constable,group centre,0
0.3205,0.47268,0.45932,0.447094,0.0,0.0,0.233333,0.227778,0.484486,0.40314,0.441633,0.44664,0.25,0.25,0.25,0.25,0.0,0.0,0.244444,0.155556,0.534557,0.549123,0.52486,0.514376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.126594,-0.227778,0.037846,0.0,-0.155556,0.020182,0.0,0.0,0.0,40-plus,static,Inspector,election duty,0
0.351229,0.396867,0.402133,0.433436,0.0,0.0,0.0,0.0,0.393471,0.491647,0.446999,0.469357,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.5089,0.543787,0.449747,0.44363,0.435,0.54788,0.488262,0.44749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.082207,0.0,-0.075885,0.0,0.0,0.06527,-0.01249,0.0,0.0,30-39,static,Assistant Sub-Inspector,left-wing extremism area,0
0.526657,0.405473,0.358818,0.344227,0.0,0.0,0.0,0.0,0.411443,0.273973,0.343764,0.366556,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.283886,0.281217,0.380741,0.365724,0.2676,0.2676,0.2676,0.2676,0.387657,0.329473,0.34425,0.344157,0.0,0.0,0.0,0.0,0.18243,0.0,0.044887,0.0,0.0,-0.081838,0.0,0.0435,0.0,40-plus,static,Inspector,law and order deployment,0
0.353143,0.380513,0.394351,0.384592,0.0,0.0,0.0,0.0,0.5447,0.45331,0.395048,0.389719,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.481586,0.3547,0.290229,0.333405,0.4034,0.4034,0.380631,0.369152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.031449,0.0,0.154981,0.0,0.0,0.148181,0.034248,0.0,0.0,under-30,static,Head Constable,group centre,0
0.4979,0.456343,0.383852,0.400577,0.0,0.0,0.344444,0.188889,0.329143,0.38832,0.383296,0.370102,0.25,0.25,0.25,0.25,0.0,0.0,0.122222,0.077778,0.263786,0.35236,0.310716,0.332756,0.3349,0.288037,0.354647,0.386153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097323,-0.188889,-0.040959,0.0,-0.077778,-0.06897,-0.051253,0.0,0.0,40-plus,static,Assistant Commandant,internal security duty,0
0.370557,0.41216,0.412718,0.394634,0.0,0.7,0.388889,0.194444,0.2911,0.338463,0.356123,0.382534,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.397371,0.357857,0.360462,0.369239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024077,-0.194444,-0.091434,0.0,-0.077778,0.028132,0.0,0.0,0.0,under-30,static,Head Constable,left-wing extremism area,0
0.341771,0.386567,0.402713,0.388828,0.0,0.0,0.155556,0.188889,0.431357,0.306643,0.347293,0.374419,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.294686,0.29738,0.314964,0.352117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.047056,-0.188889,0.056938,0.0,0.0,-0.057432,0.0,0.0,0.0,30-39,static,Sub-Inspector,left-wing extremism area,0
0.333914,0.455537,0.46796,0.447044,0.0,0.0,0.0,0.027778,0.3589,0.33065,0.372682,0.376448,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.4205,0.38761,0.383812,0.377413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11313,-0.027778,-0.017548,0.0,0.0,0.043087,0.0,0.0,0.0,40-plus,static,Inspector,left-wing extremism area,0
0.306714,0.229353,0.328804,0.338978,0.0,0.633333,0.355556,0.177778,0.2434,0.347117,0.317176,0.330393,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.310771,0.325803,0.318202,0.345826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.032263,-0.177778,-0.086993,0.0,-0.077778,-0.035054,0.0,0.0,0.0,under-30,static,Head Constable,group centre,0
0.479557,0.468757,0.430162,0.399821,0.0,0.0,0.411111,0.205556,0.3979,0.391843,0.38835,0.425364,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.155556,0.458429,0.485707,0.458681,0.449683,0.3319,0.3319,0.3319,0.310966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079737,-0.205556,-0.027464,0.0,-0.155556,0.008745,0.020934,0.0,0.0,30-39,static,Sub-Inspector,group centre,0
0.2692,0.41201,0.415566,0.393333,0.0,0.0,0.044444,0.211111,0.520029,0.400883,0.404481,0.388587,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.116667,0.508514,0.487113,0.407358,0.418197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.124133,-0.211111,0.131441,0.0,-0.116667,0.090317,0.0,0.0,0.0,30-39,static,Head Constable,law and order deployment,0
0.4562,0.333483,0.274417,0.320776,0.0,0.0,0.0,0.0,0.316129,0.308233,0.284312,0.290517,0.75,0.75,0.75,0.75,0.0,0.0,0.155556,0.077778,0.270657,0.315013,0.336557,0.330277,0.2801,0.285173,0.326784,0.315932,0.360971,0.312357,0.34251,0.327696,0.0,0.0,0.0,0.0,0.135424,0.0,0.025611,0.0,-0.077778,-0.05962,-0.035832,0.033275,0.0,40-plus,static,Assistant Commandant,election duty,0
0.2751,0.402623,0.386504,0.381121,0.0,0.2,0.344444,0.172222,0.4064,0.423093,0.357629,0.340831,0.75,0.75,0.75,0.75,0.0,0.0,0.155556,0.077778,0.451014,0.3131,0.288,0.308678,0.2261,0.26104,0.304202,0.342311,0.262457,0.318913,0.336489,0.318301,0.0,0.0,0.0,0.0,-0.106021,-0.172222,0.065569,0.0,-0.077778,0.142336,-0.116211,-0.055844,0.0,30-39,static,Head Constable,group centre,0
0.372886,0.457447,0.495614,0.500394,0.0,0.0,0.0,0.0,0.541086,0.475867,0.449862,0.444077,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.482943,0.41599,0.431519,0.456707,0.3476,0.3476,0.3476,0.368887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.127509,0.0,0.097009,0.0,0.0,0.026236,-0.021287,0.0,0.0,under-30,static,Constable,group centre,0
0.5683,0.39847,0.398452,0.399078,0.0639,0.0639,0.04331,0.132766,0.570614,0.503,0.445358,0.440201,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.077778,0.334529,0.347757,0.387864,0.375188,0.3046,0.3046,0.270082,0.371854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169222,-0.068866,0.130414,0.0,-0.077778,-0.040659,-0.067254,0.0,0.0,40-plus,surged,Inspector,internal security duty,0
0.324943,0.330053,0.315672,0.315631,0.0,0.0,0.366667,0.183333,0.393729,0.377307,0.406099,0.402887,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.2496,0.375307,0.36,0.385965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009312,-0.183333,-0.009158,0.0,0.0,-0.136365,0.0,0.0,0.0,40-plus,static,Inspector,left-wing extremism area,0
0.6041,0.587957,0.44668,0.376972,0.1842,0.5921,0.414909,0.207454,0.693671,0.70065,0.516993,0.446078,0.25,0.25,0.25,0.25,0.0,0.0,0.155556,0.077778,0.461143,0.597717,0.503437,0.42794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227128,-0.023254,0.247594,0.0,-0.077778,0.033203,0.0,0.0,0.0,40-plus,surged,Sub-Inspector,internal security duty,0
0.2958,0.300883,0.412039,0.392225,0.0,0.433333,0.411111,0.205556,0.427629,0.383647,0.376592,0.398393,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.361,0.421183,0.436516,0.427857,0.4588,0.459493,0.509842,0.525401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.096425,-0.205556,0.029235,0.0,0.0,-0.066857,-0.066601,0.0,0.0,under-30,static,Constable,group centre,0
0.2233,0.281253,0.304699,0.380228,0.0,0.0,0.377778,0.211111,0.510314,0.36022,0.388022,0.410116,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.407,0.373463,0.438171,0.419448,0.0,0.0,0.0,0.0,0.392514,0.351763,0.384574,0.38312,0.0,0.0,0.0,0.0,-0.156928,-0.211111,0.100199,0.0,0.0,-0.012448,0.0,0.009394,0.0,under-30,static,Constable,left-wing extremism area,0
0.2121,0.379193,0.369829,0.3877,0.0,0.333333,0.366667,0.183333,0.2491,0.28115,0.403771,0.379693,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.320071,0.326567,0.334071,0.342048,0.2406,0.263213,0.301604,0.290502,0.288943,0.331517,0.350931,0.361992,0.0,0.0,0.0,0.0,-0.1756,-0.183333,-0.130593,0.0,0.0,-0.021977,-0.049902,-0.073049,0.0,30-39,static,Assistant Sub-Inspector,internal security duty,0
0.477014,0.415297,0.473327,0.491022,0.0,0.0,0.111111,0.394444,0.511386,0.413877,0.442558,0.464413,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.568,0.453567,0.431146,0.492116,0.592,0.55342,0.45054,0.47038,0.385857,0.39156,0.43558,0.423978,0.0,0.0,0.0,0.0,-0.014008,-0.394444,0.046972,0.0,0.0,0.075884,0.12162,-0.038121,0.0,40-plus,static,Assistant Commandant,election duty,0
0.331929,0.395473,0.368057,0.342228,0.0,0.0,0.0,0.0,0.2192,0.291963,0.301841,0.339991,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.262786,0.27614,0.319473,0.332825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0103,0.0,-0.120791,0.0,0.0,-0.070039,0.0,0.0,0.0,40-plus,static,Inspector,law and order deployment,0
